product_code,Business Unit,Type,Products Business Line Leader,Subtype,Product Name,Brand Name,Brand Manager
32038230,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Longbow ,RED CURTAIN,Siras Invictus
32120025,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Voting Kit,BORDERLANDS,Thaldrak Battlehammer
32122870,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Halberd ,U.N.N.,Ruralion Baeneduren
32162901,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Oil of Sharpness,MYTHAL,Arentian Mythrandius
32173893,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Alchemy Jug (Blue),SABLE,Nundro Rockseeker
32208330,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Cartographers Map Case,MYTHAL,Arentian Mythrandius
32258981,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Trident,U.N.N.,Ruralion Baeneduren
32291590,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Hellsteel Simple Melee Weapon,RED CURTAIN,Siras Invictus
32306459,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of Far Sight,SABLE,Nundro Rockseeker
32344521,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Truth Telling,MYTHAL,Arentian Mythrandius
32394409,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Mithral Armour,U.N.N.,Ruralion Baeneduren
32463702,COMMISSIONS,JEWELRY,Lanec Lot,AMULET / NECKLACE,Talisman of Ultimate Evil,MYTHAL,Arentian Mythrandius
32623221,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace of Disruption,RED CURTAIN,Siras Invictus
32756855,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Night Caller,MYTHAL,Arentian Mythrandius
32816934,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Bridle of Capturing,BORDERLANDS,Thaldrak Battlehammer
32836886,COMMISSIONS,TOOLS & KITS,Kay Glimshine,TOOLS,Legendary Crafting Components,SABLE,Nundro Rockseeker
32846993,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Shortsword ,RED CURTAIN,Siras Invictus
32877053,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,"Tent, two-person ",RED CURTAIN,Siras Invictus
32884942,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Thunder Resistance,MYTHAL,Arentian Mythrandius
32896445,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Arcane Firearm,ARCANTIC,Enthoril Murkywaters
33008220,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Efficient Quiver,MYTHAL,Arentian Mythrandius
33023514,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Fire Elemental Command,RED CURTAIN,Siras Invictus
33169013,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Summer,MYTHAL,Arentian Mythrandius
33199458,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Eyes of Charming,U.N.N.,Ruralion Baeneduren
33228833,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Ram, portable ",RED CURTAIN,Siras Invictus
33238513,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Striking,RED CURTAIN,Siras Invictus
33301896,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Strength,MYTHAL,Arentian Mythrandius
33324884,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Perfume (vial) ,U.N.N.,Ruralion Baeneduren
33352728,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Bloodwell Vial,ARCANTIC,Enthoril Murkywaters
33356781,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Flask or tankard (Set of 24),BORDERLANDS,Thaldrak Battlehammer
33403849,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Ox,RED CURTAIN,Siras Invictus
33520803,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Marvelous Pigments,MYTHAL,Arentian Mythrandius
33554127,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Immovable Rod,BORDERLANDS,Thaldrak Battlehammer
33668877,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,BRASS INSTRUMENT,Saxophone,RED CURTAIN,Siras Invictus
33687080,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Efreeti Bottle,MYTHAL,Arentian Mythrandius
33699893,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Horn of Blasting,SABLE,Nundro Rockseeker
33707396,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Mirror of Life Trapping,U.N.N.,Ruralion Baeneduren
33712610,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gloves of Soul Catching,U.N.N.,Ruralion Baeneduren
33773232,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Lapis Lazuli),U.N.N.,Ruralion Baeneduren
33820332,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Powered Armour,RED CURTAIN,Siras Invictus
33834592,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Water Walking,ARCANTIC,Enthoril Murkywaters
33879927,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Mirror, steel ",RED CURTAIN,Siras Invictus
33914310,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Blanket ,RED CURTAIN,Siras Invictus
33957547,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Fire vulnerability,SABLE,Nundro Rockseeker
34004017,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Block and tackle ,BORDERLANDS,Thaldrak Battlehammer
34058101,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Scimitar ,BORDERLANDS,Thaldrak Battlehammer
34060906,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Warhammer ,RED CURTAIN,Siras Invictus
34169263,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Rod,BORDERLANDS,Thaldrak Battlehammer
34184863,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pick, miner’s ",U.N.N.,Ruralion Baeneduren
34204947,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Gryphon,RED CURTAIN,Siras Invictus
34205492,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,Candle (Set of 24),BORDERLANDS,Thaldrak Battlehammer
34230441,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Scale, merchant’s ",U.N.N.,Ruralion Baeneduren
34388450,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Withering,BORDERLANDS,Thaldrak Battlehammer
34400578,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Spellbook ,RED CURTAIN,Siras Invictus
34444696,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Keycharm,SABLE,Nundro Rockseeker
34515563,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Bonecounter,MYTHAL,Arentian Mythrandius
34576049,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Instrument of Illusions,ARCANTIC,Enthoril Murkywaters
34580092,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Herbalism kit ,U.N.N.,Ruralion Baeneduren
34580629,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Rapier ,U.N.N.,Ruralion Baeneduren
34608662,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Blade of the Medusa,RED CURTAIN,Siras Invictus
34628933,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Backpack ,U.N.N.,Ruralion Baeneduren
34646704,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Eyes of Minute Seeing,U.N.N.,Ruralion Baeneduren
34656130,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Binding,U.N.N.,Ruralion Baeneduren
34683060,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,PERCUSSION INSTRUMENT,Drum,U.N.N.,Ruralion Baeneduren
34721160,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Cloak of Billowing,MYTHAL,Arentian Mythrandius
34749770,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Glassblower’s tools ,U.N.N.,Ruralion Baeneduren
34823250,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Vulnerability,MYTHAL,Arentian Mythrandius
34895661,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of the Uven Rune,SABLE,Nundro Rockseeker
34931158,ADVENTURING,TOOLS & KITS,Kay Glimshine,CONTAINER,Bucket and Rope,BORDERLANDS,Thaldrak Battlehammer
34941649,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Orb of Direction,MYTHAL,Arentian Mythrandius
34966583,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Wind Fan,SABLE,Nundro Rockseeker
34967083,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Shooting Stars,SABLE,Nundro Rockseeker
34971208,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Basket ,RED CURTAIN,Siras Invictus
35017251,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Polymorph Blade,U.N.N.,Ruralion Baeneduren
35126463,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Stars,RED CURTAIN,Siras Invictus
35160665,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Stone of Good Luck (Luckstone),MYTHAL,Arentian Mythrandius
35169939,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Medium Armour +2,SABLE,Nundro Rockseeker
35182377,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Scorpion Armor,BORDERLANDS,Thaldrak Battlehammer
35213623,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Lock (Box of 12),BORDERLANDS,Thaldrak Battlehammer
35310614,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Fire Resistance,RED CURTAIN,Siras Invictus
35315807,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Duskcrusher,BORDERLANDS,Thaldrak Battlehammer
35321960,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Cleansing Stone,ARCANTIC,Enthoril Murkywaters
35370224,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Adamantine Weapon,RED CURTAIN,Siras Invictus
35438008,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Berserker Axe,BORDERLANDS,Thaldrak Battlehammer
35456758,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Withering,RED CURTAIN,Siras Invictus
35464093,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Cubic Gate,ARCANTIC,Enthoril Murkywaters
35495994,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Disguise kit ,RED CURTAIN,Siras Invictus
35519300,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Power,ARCANTIC,Enthoril Murkywaters
35556033,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Galders Trusty Pipe,SABLE,Nundro Rockseeker
35598850,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dragonchess set,U.N.N.,Ruralion Baeneduren
35712262,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +3,SABLE,Nundro Rockseeker
35716759,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Chain (10 feet) ,RED CURTAIN,Siras Invictus
35777418,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,BOOTS,Slippers of Spider Climbing,RED CURTAIN,Siras Invictus
35783708,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Hell Hound Cloak,ARCANTIC,Enthoril Murkywaters
35799970,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Circlet of Blasting,SABLE,Nundro Rockseeker
35842018,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Illuminators Tattoo Enchantment,SABLE,Nundro Rockseeker
35864753,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Chime of Opening,MYTHAL,Arentian Mythrandius
35927267,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Rope of Mending,RED CURTAIN,Siras Invictus
36006736,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Pony,RED CURTAIN,Siras Invictus
36078448,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Mind Shielding,ARCANTIC,Enthoril Murkywaters
36092724,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Staff of Flowers,SABLE,Nundro Rockseeker
36155749,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Frost Brand,MYTHAL,Arentian Mythrandius
36236494,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Infernal Tack,MYTHAL,Arentian Mythrandius
36284220,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Woodcarvers tools ,RED CURTAIN,Siras Invictus
36291052,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Poison Resistance,SABLE,Nundro Rockseeker
36347722,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Protective Verses,SABLE,Nundro Rockseeker
36405257,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Cloud Giant Strength,SABLE,Nundro Rockseeker
36463932,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Fire Giant Strength,ARCANTIC,Enthoril Murkywaters
36484229,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Rope of Climbing,ARCANTIC,Enthoril Murkywaters
36531716,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Censer of Controlling Air Elementals,U.N.N.,Ruralion Baeneduren
36560793,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Ironfang,RED CURTAIN,Siras Invictus
36606144,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Spies' Murmur,U.N.N.,Ruralion Baeneduren
36612204,ADVENTURING,JEWELRY,Lanec Lot,RING,Rings of Shared Suffering,RED CURTAIN,Siras Invictus
36632539,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, costume ",RED CURTAIN,Siras Invictus
36640814,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Component pouch ,RED CURTAIN,Siras Invictus
36711109,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Morningstar ,RED CURTAIN,Siras Invictus
36740214,ADVENTURING,TOOLS & KITS,Kay Glimshine,CONTAINER,Pouch ,U.N.N.,Ruralion Baeneduren
36814940,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Beasts),ARCANTIC,Enthoril Murkywaters
36940965,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dice set,U.N.N.,Ruralion Baeneduren
36941851,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Pack Saddle,U.N.N.,Ruralion Baeneduren
36977230,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,"Ball bearings (bag of 1,000) ",U.N.N.,Ruralion Baeneduren
36979926,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Glass Bottle (Crate),BORDERLANDS,Thaldrak Battlehammer
36997376,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dragonchess set,RED CURTAIN,Siras Invictus
37070424,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Steeder,RED CURTAIN,Siras Invictus
37081717,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Light hammer,U.N.N.,Ruralion Baeneduren
37120446,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,TOOLS,Very Rare Crafting Components,BORDERLANDS,Thaldrak Battlehammer
37147749,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Cloak of Billowing,MYTHAL,Arentian Mythrandius
37264324,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Cli lyre,MYTHAL,Arentian Mythrandius
37279859,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Crowbar ,U.N.N.,Ruralion Baeneduren
37379496,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield +3,ARCANTIC,Enthoril Murkywaters
37381000,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Historical Knowledge,MYTHAL,Arentian Mythrandius
37392969,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Yew wand (Druidic focus),BORDERLANDS,Thaldrak Battlehammer
37401508,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Tankard of Sobriety,SABLE,Nundro Rockseeker
37481679,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Guardian Emblem,BORDERLANDS,Thaldrak Battlehammer
37536629,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Infiltrators Key,SABLE,Nundro Rockseeker
37537061,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, costume ",U.N.N.,Ruralion Baeneduren
37596619,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Block and tackle ,RED CURTAIN,Siras Invictus
37650365,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Case, crossbow bolt ",RED CURTAIN,Siras Invictus
37682915,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Defender,ARCANTIC,Enthoril Murkywaters
37741575,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Answering,BORDERLANDS,Thaldrak Battlehammer
37795030,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Spikes, iron (10) ",BORDERLANDS,Thaldrak Battlehammer
37799811,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,"Rope, hempen (50 feet) ",BORDERLANDS,Thaldrak Battlehammer
37900037,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Glaive ,U.N.N.,Ruralion Baeneduren
37922264,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Staff,BORDERLANDS,Thaldrak Battlehammer
37953286,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Dryness,ARCANTIC,Enthoril Murkywaters
37966304,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Serpents Fang,RED CURTAIN,Siras Invictus
37987543,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Holy water (flask) ,RED CURTAIN,Siras Invictus
38294329,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Mastery,MYTHAL,Arentian Mythrandius
38305168,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Spellshard,SABLE,Nundro Rockseeker
38309342,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Gem of Brightness,MYTHAL,Arentian Mythrandius
38324967,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Bag of Holding,RED CURTAIN,Siras Invictus
38335423,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, fine ",U.N.N.,Ruralion Baeneduren
38337199,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Bookmark,ARCANTIC,Enthoril Murkywaters
38370611,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Fire,BORDERLANDS,Thaldrak Battlehammer
38403298,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Bit & Bridle,BORDERLANDS,Thaldrak Battlehammer
38423058,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Fire vulnerability,SABLE,Nundro Rockseeker
38525952,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Adamantine Armour,RED CURTAIN,Siras Invictus
38574834,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SIMPLE MELEE WEAPON,Saint Markovias Thighbone,U.N.N.,Ruralion Baeneduren
38642243,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Summer,ARCANTIC,Enthoril Murkywaters
38644077,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of the Uven Rune,SABLE,Nundro Rockseeker
38653167,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Hellsteel Martial Ranged Weapon,RED CURTAIN,Siras Invictus
38680171,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Parchment (twenty pages) ,RED CURTAIN,Siras Invictus
38711635,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Weapon of Warning,U.N.N.,Ruralion Baeneduren
38730137,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Donkey,U.N.N.,Ruralion Baeneduren
38734623,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Piton (set of 10),U.N.N.,Ruralion Baeneduren
38800569,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Steeder,U.N.N.,Ruralion Baeneduren
38923580,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Nightfall Pearl,ARCANTIC,Enthoril Murkywaters
39018115,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Sekolahian Worshiping Statuette,U.N.N.,Ruralion Baeneduren
39057663,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of the Hidden Lord,U.N.N.,Ruralion Baeneduren
39099379,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Acid vulnerability,SABLE,Nundro Rockseeker
39299442,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Lock (Box of 12),RED CURTAIN,Siras Invictus
39400591,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Greatclub,RED CURTAIN,Siras Invictus
39518671,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Hellsteel Simple Ranged Weapon,RED CURTAIN,Siras Invictus
39556221,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Pig,BORDERLANDS,Thaldrak Battlehammer
39600538,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Periapt of Proof against Poison,SABLE,Nundro Rockseeker
39636609,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Python,SABLE,Nundro Rockseeker
39639382,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Moonblade,U.N.N.,Ruralion Baeneduren
39652972,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Gryphon,BORDERLANDS,Thaldrak Battlehammer
39671811,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,"Poison, Basic (4L)",RED CURTAIN,Siras Invictus
39673365,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of the Pact Keeper +1,BORDERLANDS,Thaldrak Battlehammer
39723621,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Devastation Orb,SABLE,Nundro Rockseeker
39769434,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,BRASS INSTRUMENT,Instrument of Scribing,SABLE,Nundro Rockseeker
39779371,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Efficient Quiver,ARCANTIC,Enthoril Murkywaters
39781545,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Ivory Goats of Wondrous Power,BORDERLANDS,Thaldrak Battlehammer
39847571,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,Fishing tackle ,RED CURTAIN,Siras Invictus
39881923,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Psychic Resistance,SABLE,Nundro Rockseeker
39987276,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Pot of Awakening,ARCANTIC,Enthoril Murkywaters
40010338,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 5,MYTHAL,Arentian Mythrandius
40061561,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Watchful Rest,ARCANTIC,Enthoril Murkywaters
